identical_by_qwen,qwen_cap_1,qwen_cap_2,diff_bullets,Orientation_And_Direction,Presence_Of_Features,State_And_Condition,Quantity_And_Count,Positional_Context,Color_And_Appearance,Structural_Characteristics,Text,Viewpoint_Perspective,No_Difference,dataset_name,base_name,id_1,id_2,base_score,ref_1_score,ref_2_score
False,"The image depicts a man standing outdoors in a well-maintained, landscaped area. The man has short, dark hair and is wearing a dark blue denim shirt. He appears to be in a conversation or interview, as he is looking directly at the camera with a neutral expression.

In the background, there is a white building with a sloped roof and several windows. The building has a modern architectural style. The building is surrounded by a neatly trimmed lawn and a row of small bushes or shrubs. The lawn is green and well-kept, indicating regular maintenance. To the right of the building, there is a tree with a few leaves visible, suggesting it might be spring or summer.

The area around the building is paved with red bricks, and there is a pathway leading to the building. The pathway is bordered by more greenery, including more bushes and plants. The overall setting appears to be a residential or commercial area with a focus on landscaping and cleanliness.

The man's expression and","The image shows a man standing outdoors. He has short, dark hair and is wearing a dark blue shirt. The background includes a building with a white facade and a few windows, and there are green plants and a paved area in front of the building. The man appears to be in a relaxed pose, with his arms by his sides. The overall setting suggests a calm and serene environment.","- man's hair color
- man's shirt color
- man's expression
- man's pose
- man's background",0,0,0,0,0,0,0,0,0,0,Caltech101,DINOv2,88,8386,0.95421124,0.53633124,0.90156096
False,"The image depicts a man with short, reddish-brown hair. He is wearing a light-colored shirt. The background appears to be an indoor setting, possibly an office or a study room, as indicated by the presence of metal shelves and a bookshelf filled with various books and papers. The shelves are metallic and have a light-colored finish. The books are stacked neatly, and there are some papers or documents placed on the shelves as well. The overall atmosphere suggests a professional or academic environment.","The image shows a man with reddish hair, wearing a light-colored shirt. He appears to be in a professional setting, possibly an office or a laboratory, as there are shelves and books in the background. The man has a serious expression on his face, and his hair is slightly tousled. The lighting in the image is even, suggesting it was taken indoors.","- man with short, reddish-brown hair
- wearing a light-colored shirt
- indoor setting with metal shelves and bookshelf
- books and papers on shelves
- professional or academic environment",0,0,0,0,0,0,0,0,0,1,Caltech101,DINOv2,92,7800,0.9602064,0.5832396,0.9402355
False,"The image depicts a stegosaurus, a type of dinosaur known for its distinctive armor-like scales and long neck. The stegosaurus is rendered in a 3D model, giving it a realistic and detailed appearance. The dinosaur is depicted in a side profile, facing slightly to the left. Its scales are detailed, with a golden-brown coloration that gives it a metallic appearance. The neck is long and extends forward, with a series of small, pointed scales along its length. The head is relatively small compared to the body, and the eyes are small and round. The legs are sturdy and robust, with large, flat feet that are well-suited for walking on rough terrain. The overall design of the stegosaurus is reminiscent of the prehistoric era, with a mix of evolutionary features and fantastical elements.","The image depicts a stegosaurus, a type of dinosaur known for its distinctive armor-like scales. The stegosaurus is depicted in a three-dimensional, realistic style, with a detailed and textured appearance. The scales are prominent and cover the entire body, providing protection against predators. The dinosaur's head is slightly turned to the left, and its eyes are not visible, focusing attention on its scales and armor. The background is a plain, dark color, which helps to highlight the stegosaurus and its intricate scales. The image is labeled with the text ""STEIGEOSSAURUS,"" indicating the species of the stegosaurus.","- The image is labeled with the text ""STEIGEOSSAURUS.""
- The image depicts a stegosaurus, a type of dinosaur known for its distinctive armor-like scales.
- The stegosaurus is depicted in a three-dimensional, realistic style with detailed and textured appearance.
- The scales are prominent and cover the entire body, providing protection against predators.
- The head is slightly turned to the left, and the eyes are not visible.
- The background is a plain, dark color, which helps to highlight the stegosaurus and its intricate scales.
- The image is labeled with the text ""STEIGEOSSAURUS,"" indicating the species of the stegosaurus.
- The image is not labeled with the text ""STEIGEOSSAURUS,"" indicating the species of the stegosaurus.",0,1,0,0,0,1,0,0,0,0,Caltech101,DINOv2,103,5524,0.9852028,0.5767659,0.8905983
False,"The image depicts a classic symbol known as the Yin-Yang symbol, which is a fundamental concept in Chinese philosophy and is often associated with the balance and harmony of opposing forces. The symbol consists of two intersecting circles, one black and one white, forming a complete circle. The black circle is known as the ""Yin"" and the white circle is known as the ""Yang."" The Yin and Yang are considered the two fundamental forces in the universe, representing the yin-yang principle, which is the idea that everything is composed of both yin and yang forces.

In the context of the Yin-Yang symbol, the black circle represents the yin, which is the feminine, passive, and receptive force. The white circle represents the yang, which is the masculine, active, and energetic force. The symbol is often used to represent the balance and harmony of opposing forces, symbolizing the idea that everything is composed of both yin and yang forces.

The Yin-Yang symbol is often","The image depicts a classic symbol known as the ""Yin-Yang"" or ""Taoist Symbol."" This symbol is composed of two intersecting circles, one black and one white, representing the two fundamental forces or principles of the universe: yin and yang. The black circle represents the yin, which is associated with the feminine, passive, and earthy aspects of the universe. The white circle represents the yang, which is associated with the masculine, active, and celestial aspects of the universe.

The symbol is often used to represent balance, harmony, and the duality of opposites. It is a fundamental concept in Taoism, a philosophical system that emphasizes the interconnectedness of all things and the importance of balance and harmony in life.

The Yin-Yang symbol is often used in various forms of art, design, and philosophy to symbolize the interconnectedness of all things and the importance of finding balance and harmony in life.","- Yin-Yang symbol
- Yin and Yang forces
- Balance and harmony",0,0,0,0,0,0,0,0,0,1,Caltech101,SigLIP2,84,1732,0.97938156,0.5824605,0.81261396
False,"The image depicts a classic symbol known as the Yin-Yang symbol, which is a fundamental concept in Chinese philosophy and is often associated with the balance and harmony of opposing forces. The symbol consists of two intersecting circles, one black and one white, forming a complete circle. The black circle is known as the ""Yin"" and the white circle is known as the ""Yang."" The Yin and Yang are considered the two fundamental forces in the universe, representing the yin-yang principle, which is the idea that everything is composed of both yin and yang forces.

In the context of the Yin-Yang symbol, the black circle represents the yin, which is the feminine, passive, and receptive force. The white circle represents the yang, which is the masculine, active, and energetic force. The symbol is often used to represent the balance and harmony of opposing forces, symbolizing the idea that everything is composed of both yin and yang forces.

The Yin-Yang symbol is often","The image depicts a classic symbol known as the Yin-Yang symbol, which is a fundamental concept in Chinese philosophy and is often associated with the balance and harmony of opposing forces. The symbol consists of two intersecting circles, one black and one white, forming a Y shape. The black circle represents the negative or dark side, while the white circle represents the positive or light side. The two circles are connected by a line, symbolizing the interdependence and transformation between the two opposing forces.

The Yin-Yang symbol is often used to represent the balance between yin (dark, feminine, and passive) and yang (light, masculine, and active) energies. It is a symbol of the universe, representing the dual nature of all things. The symbol is often used in various forms of art, philosophy, and religion, including Taoism, Buddhism, and Chinese culture.

In this image, the Yin-Yang symbol is presented in a simple, clean design with a gray background, which helps to","- Yin-Yang symbol
- Black circle
- White circle
- Intersecting circles
- Complete circle
- Yin
- Yang
- Negative
- Positive
- Interdependence
- Transformation
- Dual nature
- Taoism
- Buddhism
- Chinese culture
- Simple, clean design",0,0,0,0,0,1,0,0,0,0,Caltech101,SigLIP2,84,8550,0.96516687,0.35355824,0.74808514
False,"The image depicts a scorpion, specifically a type known as the Mojave Desert scorpion (Moloch horridus). This scorpion is characterized by its elongated, segmented body, which is a distinctive feature that helps it to camouflage itself in its natural habitat. The scorpion's body is primarily yellowish-brown, with darker stripes running along its back and a lighter stripe along its sides. The scorpion's legs are slender and elongated, with the front legs being longer than the hind legs. The scorpion's tail is relatively short and has a yellowish-brown coloration, with a few dark spots. The scorpion is positioned on a sandy or rocky surface, with some dry pine needles visible in the background. The scorpion appears to be in a resting or stationary position, with its body oriented towards the camera.","The image depicts a scorpion, specifically a type known as the Mojave Desert scorpion (Moloch horridus). This scorpion is characterized by its elongated, segmented body, which is a distinctive feature that helps it to move quickly and efficiently. The scorpion's body is segmented into several distinct segments, each with a pair of legs attached to it. The legs are adapted for climbing and are covered with spines that provide a means of defense.

The scorpion's body is covered with a protective exoskeleton, which is a hard, waterproof layer that helps to protect the scorpion from predators and harsh environmental conditions. The scorpion's coloration varies depending on the species, but in this image, the scorpion appears to be a light brown or beige color, which is typical for many desert scorpions.

The scorpion is positioned on a sandy or gravelly surface, which is common in desert environments. The background shows some dry, brownish-yellow vegetation,","- scorpion
- elongated, segmented body
- yellowish-brown coloration
- slender, elongated legs
- short tail
- sandy or rocky surface
- dry pine needles
- resting or stationary position",0,1,0,0,0,1,0,0,0,0,Caltech101,SigLIP2,116,5039,0.9573026,0.33013597,0.98294854
False,"The image shows a person with long, dark hair tied back in a ponytail. The individual is wearing a white shirt with a patterned design. The background appears to be an office setting, with shelves and some office supplies visible. The person is standing in front of a wall with a light-colored texture. The lighting in the image is natural, suggesting it was taken indoors.","The image shows a person with long black hair. The individual is wearing a white top with a patterned design. The background appears to be an indoor setting, possibly a laboratory or office, with shelves and books visible in the background. The lighting is bright, and the person is positioned in front of a black surface, which could be a desk or table.","- Person with long, dark hair tied back in a ponytail
- Wearing a white shirt with a patterned design
- Background of an office setting with shelves and office supplies
- Light-colored texture on the wall
- Natural lighting indoors",0,1,0,0,0,1,0,0,0,0,Caltech101,SigLIP2,124,7259,0.9560412,0.37529156,0.8222045
False,"The image shows a person with long, dark hair tied back in a ponytail. The individual is wearing a white shirt with a patterned design. The background appears to be an office setting, with shelves and some office supplies visible. The person is standing in front of a wall with a light-colored texture. The lighting in the image is natural, suggesting it was taken indoors.","The image shows a person with long, dark hair tied back in a ponytail. The individual is wearing a light-colored, possibly white, shirt with a pattern that is not clearly visible. The background appears to be an indoor setting, possibly a laboratory or a medical office, as there are shelves with various items, including what looks like medical equipment or test tubes. The lighting is bright, and the person is positioned in the foreground, facing the camera directly.","- Person with long, dark hair tied back in a ponytail
- Wearing a white shirt with a pattern
- Background of an office setting with shelves and office supplies
- Lighting is natural, suggesting it was taken indoors
- No significant differences",0,0,0,0,0,0,0,0,0,1,Caltech101,SigLIP2,124,7137,0.9553415,0.38882822,0.8273601
False,"The image depicts a small, striped salamander resting on a wooden post. The salamander has a slender body with a distinctive, horizontal stripe running down its back. The stripes are a mix of dark and light shades, giving it a striped appearance. The salamander's tail is elongated and extends from the top of its body, ending near the base of the wooden post. The post itself is weathered and has a rough texture, with visible cracks and splits. The background is blurred, focusing attention on the salamander and the post. The overall scene suggests a natural, outdoor setting, possibly in a forest or woodland area.","The image depicts a small, terrestrial salamander, likely a species of newt or salamander, perched on a vertical wooden post. The salamander has a slender, elongated body with a smooth, shiny skin that appears to be covered in a fine, powdery substance, possibly scales or a protective layer. The coloration of the salamander is a mix of earthy tones, with a gradient from a lighter, almost beige or cream color at the top to a darker, more brownish hue towards the bottom. The salamander's tail is slightly curved and extends downward, while its front legs are visible, gripping the post. The post itself is weathered, with a rough texture and a dark, almost black color, indicating it has been exposed to the elements for a long time. The background is blurred, focusing attention on the salamander and the post.","- The salamander in Image 1 has a slender, elongated body with a distinctive, horizontal stripe running down its back, while the salamander in Image 2 has a smooth, shiny skin covered in a fine, powdery substance.
- The salamander in Image 1 has a tail that extends from the top of its body, ending near the base of the wooden post, while the salamander in Image 2 has a slightly curved tail that extends downward.
- The background in Image 1 is blurred, focusing attention on the salamander and the post, while the background in Image 2 is not blurred and is not visible in the image.",0,0,0,0,1,1,0,0,1,0,ImageNet-test,CLIP,430,46062,0.972406,0.43436125,0.89601374
False,"The image depicts a vibrant scene of a butterfly resting on a purple flower. The butterfly has a striking pattern of orange and black wings, with white spots and lines. Its wings are spread open, showcasing the intricate details of its design. The flower it is perched on is a type of butterfly bush, commonly known as Buddleja, which is characterized by its small, dense clusters of flowers. The flowers are a deep purple color, with a few white stamens visible among the petals. The leaves surrounding the flower are green and appear to be part of the same plant species, providing a lush green backdrop. The overall scene is serene and natural, capturing a moment of tranquility in a garden or a backyard setting.","The image depicts a butterfly resting on a purple flower cluster. The butterfly has a striking pattern of orange and black wings, with white spots and lines. The wings are spread out, showcasing the intricate details of the butterfly's body. The flower cluster is dense with small, round, purple blossoms, which are densely packed together. The leaves of the plant are green and appear to be slightly wilted, indicating that the plant might be in a state of decline or that the butterfly is feeding on the flowers. The background is blurred, focusing attention on the butterfly and the flower cluster. The overall scene suggests a natural, outdoor setting, possibly during the summer or autumn when butterflies are commonly seen on flowers.","- butterfly
- wings
- orange and black pattern
- white spots and lines
- intricate details
- butterfly bush
- deep purple color
- white stamens
- green leaves
- dense flower cluster
- green background",0,1,0,0,0,1,0,0,0,0,ImageNet-test,CLIP,540,99759,0.9611961,0.4276731,0.88607204
False,"The image depicts a vibrant scene of a butterfly resting on a purple flower. The butterfly has a striking pattern of orange and black wings, with white spots and lines. Its wings are spread open, showcasing the intricate details of its design. The flower it is perched on is a type of butterfly bush, commonly known as Buddleja, which is characterized by its small, dense clusters of flowers. The flowers are a deep purple color, with a few white stamens visible among the petals. The leaves surrounding the flower are green and appear to be part of the same plant species, providing a lush green backdrop. The overall scene is serene and natural, capturing a moment of tranquility in a garden or a backyard setting.","The image depicts a butterfly perched on a purple flower. The butterfly has a striking orange and black coloration with white spots on its wings. The flower it is on is a type of butterfly bush, commonly known as Buddleja, which is characterized by its small, fragrant flowers in shades of purple and pink. The butterfly's wings are open, showcasing its intricate patterns and markings. The background is a blurred natural setting, likely a garden or a park, with green foliage and other plants visible. The overall scene is serene and vibrant, capturing a moment of nature's beauty.","- butterfly
- wings
- pattern
- orange and black coloration
- white spots
- white lines
- butterfly bush
- purple flowers
- white stamens
- green leaves
- green foliage
- natural setting",0,0,0,0,0,1,0,0,0,0,ImageNet-test,CLIP,540,88939,0.9570591,0.36424538,0.89318955
False,"The image depicts a vibrant scene of a butterfly resting on a purple flower. The butterfly has a striking pattern of orange and black wings, with white spots and lines. Its wings are spread open, showcasing the intricate details of its design. The flower it is perched on is a type of butterfly bush, commonly known as Buddleja, which is characterized by its small, dense clusters of flowers. The flowers are a deep purple color, with a few white stamens visible among the petals. The leaves surrounding the flower are green and appear to be part of the same plant species, providing a lush green backdrop. The overall scene is serene and natural, capturing a moment of tranquility in a garden or a backyard setting.","The image depicts a butterfly resting on a cluster of purple flowers. The butterfly has a striking orange and black coloration with white spots on its wings. Its wings are spread open, revealing its intricate patterns. The flowers are small and clustered together, with their petals forming a dense, lush bloom. The leaves surrounding the flowers are green and appear healthy, with some leaves showing signs of browning at the edges, indicating possible stress or aging. The background is a mix of green foliage and some brownish areas, suggesting a natural, outdoor setting. The overall scene is serene and peaceful, with the butterfly appearing to be in a state of rest or contemplation.","- butterfly
- orange and black coloration
- white spots
- intricate patterns
- wings spread open
- butterfly bush
- deep purple flowers
- white stamens
- green leaves
- green foliage
- brownish areas
- natural outdoor setting",0,1,0,0,0,1,0,0,0,0,ImageNet-test,CLIP,540,58773,0.9504739,0.27655137,0.83827424
