id_1;id_2;base_name;score_base;ref_1_name;score_ref_1;ref_2_name;score_ref_2;desc_1;desc_2;source_file;categories_raw;categories
5196;5632;DINO;0.9552121;SigLIP;0.41891876;CLIP;0.595543;The image features a grand piano with a black finish. The piano is positioned in the center of the frame, with its lid open, revealing its intricate keys and hammers. The background is dark, which contrasts with the piano, making it the focal point of the image. The overall color palette is monochromatic, with shades of black and gray dominating the scene. The lighting is soft and even, highlighting the piano's details without creating harsh shadows.;The image depicts a grand piano with a maroon or burgundy finish. The piano is positioned upright, with its lid open, revealing the interior. The piano is accompanied by a matching stool, both of which are placed against a plain white background. The lighting is bright, casting a soft shadow on the piano and stool, highlighting their contours and details. The overall color palette is dominated by the maroon of the piano and stool, with the white background providing a stark contrast.;similarity_results\dino_caltech_blind_spots.csv;SUBJECT_TYPE, SUBJECT_APPEARANCE, SUBJECT_POSE, BACKGROUND_OBJECTS, BACKGROUND_SETTING, COLORS_LIGHTING;SUBJECT_TYPE|SUBJECT_APPEARANCE|SUBJECT_POSE|BACKGROUND_OBJECTS|BACKGROUND_SETTING|COLORS_LIGHTING
5196;5850;DINO;0.95502424;SigLIP;0.3364873;CLIP;0.610653;The image features a grand piano with a black finish. The piano is positioned in the center of the frame, with its lid open, revealing its intricate keys and hammers. The background is dark, which contrasts with the piano, making it the focal point of the image. The overall color palette is monochromatic, with shades of black and gray dominating the scene. The lighting is soft and even, highlighting the piano's details without creating harsh shadows.;The image features a grand piano with a black finish. The piano is positioned against a white background, which makes the black color of the piano stand out prominently. The piano is open, revealing its interior, and it is placed on a black bench. The overall color palette of the image is dominated by the black piano and the white background, creating a stark contrast. The lighting is bright, likely from a studio setup, which highlights the details of the piano and the bench.;similarity_results\dino_caltech_blind_spots.csv;SUBJECT_TYPE, SUBJECT_APPEARANCE, SUBJECT_POSE, BACKGROUND_OBJECTS, BACKGROUND_SETTING, COLORS_LIGHTING;SUBJECT_TYPE|SUBJECT_APPEARANCE|SUBJECT_POSE|BACKGROUND_OBJECTS|BACKGROUND_SETTING|COLORS_LIGHTING
5271;6633;DINO;0.96360546;SigLIP;0.3988083;CLIP;0.6285085;"The image features a grand piano with a dark, glossy finish. The piano is positioned in a studio setting, with a greenish background that appears to be a backdrop or a stage. The piano is oriented with the lid open, revealing the interior and the keys. The brand name ""Vivace"" is prominently displayed on the piano, along with the model number ""G42 CH."" The overall color palette of the image is dominated by the dark wood of the piano and the greenish background. The lighting is soft and even, highlighting the details of the piano's surface and the brand name.";"The image features a grand piano with a glossy black finish. The piano is positioned in a studio setting, with the lid open, revealing the interior. The brand name ""RX-2 Classic Grand"" is prominently displayed in the lower right corner of the image. The background includes a golden emblem, possibly indicating a certification or award, and a small, circular logo. The lighting is bright and even, highlighting the piano's polished surface and the surrounding environment.";similarity_results\dino_caltech_blind_spots.csv;SUBJECT_TYPE, SUBJECT_APPEARANCE, SUBJECT_POSE, BACKGROUND_OBJECTS, BACKGROUND_SETTING, COLORS_LIGHTING;SUBJECT_TYPE|SUBJECT_APPEARANCE|SUBJECT_POSE|BACKGROUND_OBJECTS|BACKGROUND_SETTING|COLORS_LIGHTING
279;5645;SigLIP2;0.9540168;CLIP;0.44077352;DINO;0.46902937;The image depicts a person with shoulder-length, curly hair. The individual is wearing a pink top and is positioned in a frontal pose, facing the camera. The background consists of a wooden structure with intricate carvings, suggesting an indoor setting, possibly a room or a hallway. The lighting appears to be natural, possibly from a window, as there are no harsh shadows. The overall color palette is warm, dominated by the pink of the person's top and the wooden tones of the background.;The image depicts a person with light skin and brown hair styled in a loose, updo. The individual is wearing a red shirt and is positioned in a close-up, front-facing portrait. The background features a blurred, indistinct scene with what appears to be a bookshelf or some sort of decorative object, suggesting a domestic or indoor setting. The lighting is soft and natural, creating a gentle glow on the subject's face.;similarity_results\siglip2_caltech_blind_spots.csv;SUBJECT_TYPE, SUBJECT_APPEARANCE, SUBJECT_POSE, BACKGROUND_OBJECTS, BACKGROUND_SETTING, COLORS_LIGHTING;SUBJECT_TYPE|SUBJECT_APPEARANCE|SUBJECT_POSE|BACKGROUND_OBJECTS|BACKGROUND_SETTING|COLORS_LIGHTING
754;8134;SigLIP2;0.9604338;CLIP;0.40865803;DINO;0.5333526;"The image depicts a red stop sign with a white border. The sign is octagonal and has the word ""STOP"" written in white capital letters in the center. The background is black, which makes the red sign stand out prominently. The overall color palette is simple, with the red of the sign being the most dominant color. The lighting conditions are even, without any noticeable shadows or highlights, suggesting a well-lit environment. The sign is positioned centrally in the frame, with no other objects or elements present in the background.";"The image depicts a red stop sign with the word ""STOP"" written in white capital letters. The sign is octagonal with a white border and is positioned centrally in the frame. The background is plain white, which makes the red stop sign stand out prominently. The lighting is bright, likely from a natural light source, as there are no shadows or reflections on the sign. The overall color palette is simple, with the red of the sign and the white of the text creating a stark contrast.";similarity_results\siglip2_caltech_blind_spots.csv;SUBJECT_TYPE, SUBJECT_APPEARANCE, SUBJECT_POSE, BACKGROUND_OBJECTS, BACKGROUND_SETTING, COLORS_LIGHTING;SUBJECT_TYPE|SUBJECT_APPEARANCE|SUBJECT_POSE|BACKGROUND_OBJECTS|BACKGROUND_SETTING|COLORS_LIGHTING
754;4125;SigLIP2;0.9552852;CLIP;0.41428232;DINO;0.62543136;"The image depicts a red stop sign with a white border. The sign is octagonal and has the word ""STOP"" written in white capital letters in the center. The background is black, which makes the red sign stand out prominently. The overall color palette is simple, with the red of the sign being the most dominant color. The lighting conditions are even, without any noticeable shadows or highlights, suggesting a well-lit environment. The sign is positioned centrally in the frame, with no other objects or elements present in the background.";"The image depicts a red stop sign with the word ""STOP"" written in blue letters. The sign is octagonal with a white border. The background is plain white, and the sign is centered in the frame. The overall color palette is simple, with the red of the sign contrasting sharply against the white background. The lighting is even, without any noticeable shadows or highlights, suggesting a well-lit environment.";similarity_results\siglip2_caltech_blind_spots.csv;SUBJECT_TYPE, SUBJECT_APPEARANCE, SUBJECT_POSE, BACKGROUND_OBJECTS, BACKGROUND_SETTING, COLORS_LIGHTING;SUBJECT_TYPE|SUBJECT_APPEARANCE|SUBJECT_POSE|BACKGROUND_OBJECTS|BACKGROUND_SETTING|COLORS_LIGHTING
754;6639;SigLIP2;0.9551976;CLIP;0.63835603;DINO;0.596518;"The image depicts a red stop sign with a white border. The sign is octagonal and has the word ""STOP"" written in white capital letters in the center. The background is black, which makes the red sign stand out prominently. The overall color palette is simple, with the red of the sign being the most dominant color. The lighting conditions are even, without any noticeable shadows or highlights, suggesting a well-lit environment. The sign is positioned centrally in the frame, with no other objects or elements present in the background.";The image depicts a stop sign. The sign is octagonal with a red background and white text. The sign is positioned centrally in the frame, with a black background. The overall color palette is dominated by red and white, with the stop sign being the focal point. The lighting conditions appear to be even, without any noticeable shadows or highlights.;similarity_results\siglip2_caltech_blind_spots.csv;SUBJECT_TYPE, SUBJECT_APPEARANCE, SUBJECT_POSE, BACKGROUND_OBJECTS, BACKGROUND_SETTING, COLORS_LIGHTING;SUBJECT_TYPE|SUBJECT_APPEARANCE|SUBJECT_POSE|BACKGROUND_OBJECTS|BACKGROUND_SETTING|COLORS_LIGHTING
754;7763;SigLIP2;0.9541671;CLIP;0.39948106;DINO;0.5529653;"The image depicts a red stop sign with a white border. The sign is octagonal and has the word ""STOP"" written in white capital letters in the center. The background is black, which makes the red sign stand out prominently. The overall color palette is simple, with the red of the sign being the most dominant color. The lighting conditions are even, without any noticeable shadows or highlights, suggesting a well-lit environment. The sign is positioned centrally in the frame, with no other objects or elements present in the background.";"The image depicts a classic red stop sign with a white border. The sign is octagonal and features the word ""STOP"" in bold, uppercase letters. The background is plain white, and the sign is centered in the frame, occupying a significant portion of the image. The overall color palette is simple, with the red of the sign contrasting sharply against the white background. The lighting is even, with no shadows or highlights, suggesting a well-lit environment.";similarity_results\siglip2_caltech_blind_spots.csv;SUBJECT_TYPE, SUBJECT_APPEARANCE, SUBJECT_POSE, BACKGROUND_OBJECTS, BACKGROUND_SETTING, COLORS_LIGHTING;SUBJECT_TYPE|SUBJECT_APPEARANCE|SUBJECT_POSE|BACKGROUND_OBJECTS|BACKGROUND_SETTING|COLORS_LIGHTING
1593;6639;SigLIP2;0.962646;CLIP;0.3582179;DINO;0.6353098;"The image depicts a stop sign. The sign is red with a white border and the word ""STOP"" written in white capital letters. The sign is positioned in the center of the frame, with a white border around it. The background is plain white, and the sign is the only object in the frame. The overall color palette is simple, with the red of the sign contrasting against the white border and background. The lighting is even, with no shadows or highlights visible on the sign.";The image depicts a stop sign. The sign is octagonal with a red background and white text. The sign is positioned centrally in the frame, with a black background. The overall color palette is dominated by red and white, with the stop sign being the focal point. The lighting conditions appear to be even, without any noticeable shadows or highlights.;similarity_results\siglip2_caltech_blind_spots.csv;SUBJECT_TYPE, SUBJECT_APPEARANCE, SUBJECT_POSE, BACKGROUND_OBJECTS, BACKGROUND_SETTING, COLORS_LIGHTING;SUBJECT_TYPE|SUBJECT_APPEARANCE|SUBJECT_POSE|BACKGROUND_OBJECTS|BACKGROUND_SETTING|COLORS_LIGHTING
2391;5165;SigLIP2;0.9543964;CLIP;0.64906526;DINO;0.46934634;The image depicts a person with shoulder-length, wavy brown hair. They are wearing a white top and are positioned in a side profile, facing slightly to the left. The background consists of a colorful mural or painting featuring various buildings and trees, suggesting an outdoor or urban setting. The lighting appears to be natural, possibly from a window, casting soft shadows on the person's face.;The image depicts a person with shoulder-length, wavy hair, wearing a white top. The background appears to be indoors, possibly in a room with a door and some posters or papers on the wall. The lighting is natural, suggesting it was taken indoors.;similarity_results\siglip2_caltech_blind_spots.csv;SUBJECT_TYPE, SUBJECT_APPEARANCE, SUBJECT_POSE, BACKGROUND_OBJECTS, BACKGROUND_SETTING, COLORS_LIGHTING;SUBJECT_TYPE|SUBJECT_APPEARANCE|SUBJECT_POSE|BACKGROUND_OBJECTS|BACKGROUND_SETTING|COLORS_LIGHTING
2391;6030;SigLIP2;0.95433164;CLIP;0.6098478;DINO;0.46578345;The image depicts a person with shoulder-length, wavy brown hair. They are wearing a white top and are positioned in a side profile, facing slightly to the left. The background consists of a colorful mural or painting featuring various buildings and trees, suggesting an outdoor or urban setting. The lighting appears to be natural, possibly from a window, casting soft shadows on the person's face.;The image depicts a person with shoulder-length, wavy hair. The individual is wearing a light-colored top and is positioned in a frontal pose, facing the camera. The background is blurred, suggesting a focus on the subject. The overall color palette is neutral, with the subject's hair and clothing being the primary colors. The lighting appears to be natural, possibly from a window, casting soft shadows on the subject's face.;similarity_results\siglip2_caltech_blind_spots.csv;SUBJECT_TYPE, SUBJECT_APPEARANCE, SUBJECT_POSE, BACKGROUND_OBJECTS, BACKGROUND_SETTING, COLORS_LIGHTING;SUBJECT_TYPE|SUBJECT_APPEARANCE|SUBJECT_POSE|BACKGROUND_OBJECTS|BACKGROUND_SETTING|COLORS_LIGHTING
6030;6128;SigLIP2;0.95554477;CLIP;0.29231858;DINO;0.6147915;The image depicts a person with shoulder-length, wavy hair. The individual is wearing a light-colored top and is positioned in a frontal pose, facing the camera. The background is blurred, suggesting a focus on the subject. The overall color palette is neutral, with the subject's hair and clothing being the primary colors. The lighting appears to be natural, possibly from a window, casting soft shadows on the subject's face.;The image features a young individual with light brown hair styled in loose waves. The person is wearing a white shirt and is positioned in the foreground of the frame, facing slightly to the left. The background consists of a mural or painting with a mix of earthy tones and abstract designs, suggesting an indoor setting with a rustic or artistic ambiance. The lighting appears to be natural, possibly from a window, casting soft shadows and highlighting the subject's features.;similarity_results\siglip2_caltech_blind_spots.csv;SUBJECT_TYPE, SUBJECT_APPEARANCE, SUBJECT_POSE, BACKGROUND_OBJECTS, BACKGROUND_SETTING, COLORS_LIGHTING;SUBJECT_TYPE|SUBJECT_APPEARANCE|SUBJECT_POSE|BACKGROUND_OBJECTS|BACKGROUND_SETTING|COLORS_LIGHTING
5818;6132;SigLIP;0.9518752;CLIP;0.6428739;DINO;-0.00031297863;"The image depicts a small, twin-engine turboprop aircraft in flight. The aircraft is predominantly white with a blue and orange logo on the side. The registration number ""G-HEFX"" is visible on the fuselage. The aircraft is in mid-flight, with its landing gear extended, indicating it is either taking off or landing. The background is a clear blue sky, suggesting good weather conditions. The overall color palette is dominated by the white of the aircraft and the blue of the sky, with the orange and blue logo providing a contrasting visual element.";The image depicts an airplane in mid-flight against a clear blue sky. The aircraft is a large commercial jet, identifiable by its distinctive livery and design. The main subject is a McDonnell Douglas MD-11, a type of wide-body jet used by American Airlines. The airplane is captured in a side profile view, with its wings spread wide and its landing gear extended, indicating it is either taking off or landing. The background is a plain blue sky, suggesting a clear day with no clouds. The overall color palette is dominated by the blue of the sky and the silver and red of the airplane's livery. The lighting conditions appear to be natural daylight, with no visible shadows, indicating a bright and sunny day.;similarity_results\siglip_caltech_blind_spots.csv;SUBJECT_TYPE, SUBJECT_APPEARANCE, SUBJECT_POSE, BACKGROUND_OBJECTS, BACKGROUND_SETTING, COLORS_LIGHTING;SUBJECT_TYPE|SUBJECT_APPEARANCE|SUBJECT_POSE|BACKGROUND_OBJECTS|BACKGROUND_SETTING|COLORS_LIGHTING
